date,consumo_MW
2003-07-13,31237.0
2003-07-14,34621.6
2003-07-15,36335.7
2003-07-16,39141.0
2003-07-17,37139.6
2003-07-18,35770.6
2003-07-19,32079.6
2003-07-20,31538.2
2003-07-21,39343.3
2003-07-22,39971.0
2003-07-23,37410.6
2003-07-24,37334.3
2003-07-25,36831.8
2003-07-26,35454.6
2003-07-27,36601.5
2003-07-28,39023.3
2003-07-29,36046.8
2003-07-30,34864.1
2003-07-31,35008.2
2003-08-01,36188.7
2003-08-02,36200.5
2003-08-03,36137.2
2003-08-04,39416.5
2003-08-05,38366.6
2003-08-06,37566.8
2003-08-07,36678.9
2003-08-08,37780.8
2003-08-09,34815.9
2003-08-10,34624.6
2003-08-11,38289.0
2003-08-12,39733.3
2003-08-13,41309.4
2003-08-14,41755.3
2003-08-15,41594.5
2003-08-16,36439.2
2003-08-17,33520.4
2003-08-18,36066.7
2003-08-19,37020.2
2003-08-20,39172.2
2003-08-21,41788.6
2003-08-22,43393.3
2003-08-23,34680.1
2003-08-24,28315.1
2003-08-25,35186.8
2003-08-26,37946.6
2003-08-27,38538.0
2003-08-28,37816.6
2003-08-29,38331.1
2003-08-30,35908.9
2003-08-31,28198.5
2003-09-01,29928.7
2003-09-02,33390.1
2003-09-03,32737.0
2003-09-04,34616.1
2003-09-05,32482.0
2003-09-06,27762.0
2003-09-07,27413.8
2003-09-08,32262.5
2003-09-09,31731.1
2003-09-10,30666.7
2003-09-11,31360.0
2003-09-12,30122.9
2003-09-13,28931.8
2003-09-14,31249.6
2003-09-15,34956.1
2003-09-16,32775.4
2003-09-17,31236.8
2003-09-18,29610.6
2003-09-19,28722.2
2003-09-20,28621.3
2003-09-21,26803.0
2003-09-22,31233.1
2003-09-23,31817.7
2003-09-24,29782.2
2003-09-25,31044.7
2003-09-26,31474.7
2003-09-27,30076.2
2003-09-28,27484.9
2003-09-29,28498.5
2003-09-30,28311.4
2003-10-01,28508.6
2003-10-02,28635.3
2003-10-03,28706.0
2003-10-04,26080.7
2003-10-05,24842.8
2003-10-06,28424.1
2003-10-07,28950.7
2003-10-08,29137.4
2003-10-09,29493.2
2003-10-10,28772.1
2003-10-11,25593.5
2003-10-12,24894.3
2003-10-13,28266.2
2003-10-14,28760.7
2003-10-15,28388.8
2003-10-16,28726.8
2003-10-17,28320.2
2003-10-18,25641.2
2003-10-19,24983.3
2003-10-20,28607.2
2003-10-21,28840.3
2003-10-22,28716.1
2003-10-23,30261.3
2003-10-24,30161.0
2003-10-25,26910.7
2003-10-26,25561.7
2003-10-27,29120.5
2003-10-28,29335.5
2003-10-29,29701.3
2003-10-30,29643.0
2003-10-31,28712.7
2003-11-01,25966.3
2003-11-02,25172.0
2003-11-03,29340.9
2003-11-04,29318.2
2003-11-05,29773.0
2003-11-06,29586.8
2003-11-07,28478.5
2003-11-08,27015.9
2003-11-09,28020.4
2003-11-10,31935.0
2003-11-11,31217.4
2003-11-12,30009.2
2003-11-13,30263.1
2003-11-14,31788.1
2003-11-15,27870.5
2003-11-16,27038.6
2003-11-17,29663.5
2003-11-18,30403.8
2003-11-19,29976.4
2003-11-20,29866.0
2003-11-21,29822.3
2003-11-22,26717.5
2003-11-23,26078.6
2003-11-24,29575.8
2003-11-25,31420.2
2003-11-26,31788.5
2003-11-27,26235.0
2003-11-28,26692.8
2003-11-29,28213.5
2003-11-30,28137.2
2003-12-01,30858.8
2003-12-02,33738.9
2003-12-03,35242.4
2003-12-04,35054.9
2003-12-05,35068.0
2003-12-06,33667.4
2003-12-07,32807.4
2003-12-08,35449.8
2003-12-09,35127.5
2003-12-10,33949.2
2003-12-11,32422.2
2003-12-12,33545.1
2003-12-13,32556.2
2003-12-14,33025.1
2003-12-15,34998.5
2003-12-16,34422.8
2003-12-17,34079.9
2003-12-18,35720.0
2003-12-19,35411.7
2003-12-20,33076.9
2003-12-21,32376.3
2003-12-22,33403.3
2003-12-23,31237.2
2003-12-24,29319.9
2003-12-25,28278.3
2003-12-26,31177.4
2003-12-27,29377.3
2003-12-28,29085.2
2003-12-29,31577.6
2003-12-30,31114.9
2003-12-31,30828.9
2004-01-01,27885.2
2004-01-02,29906.6
2004-01-03,27387.5
2004-01-04,26775.4
2004-01-05,31887.7
2004-01-06,33971.0
2004-01-07,37861.5
2004-01-08,37157.5
2004-01-09,36685.8
2004-01-10,38713.2
2004-01-11,36357.2
2004-01-12,35615.3
2004-01-13,34492.5
2004-01-14,38266.1
2004-01-15,39144.5
2004-01-16,41280.6
2004-01-17,35876.0
2004-01-18,33026.3
2004-01-19,36960.0
2004-01-20,38373.0
2004-01-21,38572.6
2004-01-22,37198.7
2004-01-23,39568.4
2004-01-24,37144.5
2004-01-25,37662.2
2004-01-26,40127.5
2004-01-27,39085.7
2004-01-28,37948.0
2004-01-29,38168.8
2004-01-30,38367.5
2004-01-31,37279.0
2004-02-01,34610.8
2004-02-02,36631.9
2004-02-03,36201.3
2004-02-04,34404.0
2004-02-05,35983.2
2004-02-06,35753.6
2004-02-07,31528.8
2004-02-08,32755.8
2004-02-09,35375.4
2004-02-10,32971.8
2004-02-11,33662.9
2004-02-12,34622.6
2004-02-13,33398.2
2004-02-14,30863.4
2004-02-15,31169.5
2004-02-16,36100.3
2004-02-17,36329.0
2004-02-18,34715.9
2004-02-19,33323.8
2004-02-20,32465.2
2004-02-21,29363.0
2004-02-22,29286.4
2004-02-23,32751.3
2004-02-24,33514.1
2004-02-25,34315.1
2004-02-26,34121.3
2004-02-27,32778.2
2004-02-28,29355.5
2004-02-29,27565.5
2004-03-01,30342.3
2004-03-02,29743.0
2004-03-03,29577.4
2004-03-04,30038.8
2004-03-05,29731.7
2004-03-06,26723.1
2004-03-07,26174.3
2004-03-08,31292.1
2004-03-09,32300.0
2004-03-10,32825.7
2004-03-11,31553.5
2004-03-12,31267.1
2004-03-13,29945.5
2004-03-14,29045.6
2004-03-15,29996.6
2004-03-16,33427.2
2004-03-17,33711.0
2004-03-18,33088.8
2004-03-19,32337.0
2004-03-20,29405.8
2004-03-21,27578.5
2004-03-22,33510.5
2004-03-23,33225.7
2004-03-24,31317.4
2004-03-25,30030.2
2004-03-26,28818.7
2004-03-27,25793.4
2004-03-28,24881.0
2004-03-29,29116.3
2004-03-30,31002.0
2004-03-31,30780.8
2004-04-01,30568.8
2004-04-02,30696.3
2004-04-03,27945.9
2004-04-04,27840.4
2004-04-05,32707.6
2004-04-06,31574.3
2004-04-07,29304.0
2004-04-08,29387.0
2004-04-09,27197.5
2004-04-10,25386.2
2004-04-11,25201.1
2004-04-12,30029.1
2004-04-13,31019.0
2004-04-14,30281.3
2004-04-15,29723.5
2004-04-16,29104.9
2004-04-17,25531.4
2004-04-18,24690.3
2004-04-19,29657.3
2004-04-20,30099.2
2004-04-21,28946.1
2004-04-22,29855.8
2004-04-23,29337.0
2004-04-24,25419.0
2004-04-25,24544.5
2004-04-26,28803.6
2004-04-27,28484.2
2004-04-28,28804.5
2004-04-29,28896.6
2004-04-30,28765.0
2004-05-01,26479.2
2004-05-02,26397.0
2004-05-03,28608.9
2004-05-04,28464.7
2004-05-05,28711.5
2004-05-06,28727.1
2004-05-07,29738.4
2004-05-08,25330.3
2004-05-09,25043.0
2004-05-10,31770.3
2004-05-11,34979.2
2004-05-12,36491.3
2004-05-13,37169.2
2004-05-14,34639.5
2004-05-15,33204.0
2004-05-16,30163.2
2004-05-17,33431.3
2004-05-18,34644.0
2004-05-19,32876.6
2004-05-20,31376.2
2004-05-21,32876.8
2004-05-22,33426.8
2004-05-23,35428.1
2004-05-24,40032.1
2004-05-25,37325.5
2004-05-26,33652.5
2004-05-27,33469.8
2004-05-28,33352.1
2004-05-29,26479.2
2004-05-30,24775.2
2004-05-31,26015.0
2004-06-01,29923.2
2004-06-02,31334.0
2004-06-03,31685.9
2004-06-04,29988.6
2004-06-05,26341.5
2004-06-06,24902.0
2004-06-07,31287.4
2004-06-08,35700.9
2004-06-09,40604.0
2004-06-10,39546.0
2004-06-11,31190.8
2004-06-12,27397.2
2004-06-13,25878.1
2004-06-14,33786.8
2004-06-15,39226.2
2004-06-16,39654.5
2004-06-17,40923.5
2004-06-18,41104.7
2004-06-19,34969.9
2004-06-20,27167.1
2004-06-21,31834.4
2004-06-22,35079.1
2004-06-23,35501.4
2004-06-24,36554.7
2004-06-25,36324.8
2004-06-26,31847.3
2004-06-27,28351.2
2004-06-28,33199.0
2004-06-29,33482.5
2004-06-30,34333.2
2004-07-01,36830.5
2004-07-02,38442.8
2004-07-03,34027.2
2004-07-04,31773.8
2004-07-05,37089.7
2004-07-06,38689.0
2004-07-07,38784.1
2004-07-08,39560.0
2004-07-09,36312.4
2004-07-10,32928.2
2004-07-11,34396.0
2004-07-12,36538.2
2004-07-13,35211.5
2004-07-14,35363.0
2004-07-15,34773.2
2004-07-16,34525.2
2004-07-17,33655.2
2004-07-18,30454.7
2004-07-19,34964.8
2004-07-20,37947.4
2004-07-21,39302.0
2004-07-22,40972.2
2004-07-23,38868.3
2004-07-24,31933.4
2004-07-25,29299.6
2004-07-26,34112.0
2004-07-27,35505.2
2004-07-28,36225.2
2004-07-29,37579.8
2004-07-30,39840.6
2004-07-31,38828.2
2004-08-01,36312.6
2004-08-02,40553.9
2004-08-03,41097.8
2004-08-04,41411.4
2004-08-05,35881.2
2004-08-06,30693.8
2004-08-07,26614.3
2004-08-08,26957.9
2004-08-09,34313.0
2004-08-10,37321.5
2004-08-11,38282.0
2004-08-12,37494.4
2004-08-13,36099.2
2004-08-14,30649.5
2004-08-15,29967.4
2004-08-16,34591.0
2004-08-17,34748.4
2004-08-18,36253.5
2004-08-19,38715.7
2004-08-20,41798.0
2004-08-21,35298.0
2004-08-22,28151.8
2004-08-23,33824.8
2004-08-24,36008.1
2004-08-25,35395.8
2004-08-26,35297.9
2004-08-27,37679.7
2004-08-28,37924.6
2004-08-29,37312.1
2004-08-30,40434.0
2004-08-31,38973.7
2004-09-01,35536.8
2004-09-02,34826.3
2004-09-03,34516.6
2004-09-04,32172.2
2004-09-05,28663.5
2004-09-06,27628.2
2004-09-07,34608.1
2004-09-08,36500.6
2004-09-09,37789.0
2004-09-10,34537.8
2004-09-11,29538.5
2004-09-12,28579.8
2004-09-13,34566.3
2004-09-14,33049.5
2004-09-15,31709.1
2004-09-16,33427.5
2004-09-17,34401.7
2004-09-18,29456.5
2004-09-19,24785.6
2004-09-20,28469.1
2004-09-21,29905.6
2004-09-22,31462.8
2004-09-23,33518.6
2004-09-24,32813.8
2004-09-25,28378.0
2004-09-26,27362.6
2004-09-27,31206.9
2004-09-28,33054.2
2004-09-29,30787.5
2004-09-30,30233.9
2004-10-01,29385.4
2004-10-02,26949.6
2004-10-03,25449.1
2004-10-04,29182.2
2004-10-05,28620.9
2004-10-06,28920.0
2004-10-07,29349.6
2004-10-08,29252.9
2004-10-09,26185.0
2004-10-10,25002.8
2004-10-11,28043.9
2004-10-12,28878.6
2004-10-13,29064.0
2004-10-14,29151.4
2004-10-15,29046.6
2004-10-16,25893.1
2004-10-17,25639.8
2004-10-18,29243.4
2004-10-19,29695.6
2004-10-20,29809.3
2004-10-21,29716.8
2004-10-22,29268.8
2004-10-23,26689.5
2004-10-24,26326.6
2004-10-25,29336.1
2004-10-26,29356.3
2004-10-27,29414.3
2004-10-28,29317.0
2004-10-29,29249.2
2004-10-30,26425.9
2004-10-31,25341.4
2004-11-01,28494.8
2004-11-02,28971.4
2004-11-03,28831.3
2004-11-04,30495.2
2004-11-05,29612.8
2004-11-06,27104.5
2004-11-07,25746.2
2004-11-08,29603.5
2004-11-09,31623.0
2004-11-10,32213.7
2004-11-11,30537.2
2004-11-12,31259.9
2004-11-13,29200.4
2004-11-14,28963.8
2004-11-15,31454.7
2004-11-16,30847.0
2004-11-17,30672.5
2004-11-18,29927.0
2004-11-19,29439.2
2004-11-20,27373.8
2004-11-21,26434.0
2004-11-22,30061.2
2004-11-23,30439.2
2004-11-24,30202.0
2004-11-25,25626.4
2004-11-26,28582.2
2004-11-27,27775.2
2004-11-28,26595.9
2004-11-29,30725.8
2004-11-30,31487.7
2004-12-01,31356.9
2004-12-02,32280.0
2004-12-03,32596.0
2004-12-04,30555.8
2004-12-05,28617.5
2004-12-06,32849.6
2004-12-07,32568.8
2004-12-08,30752.7
2004-12-09,32298.5
2004-12-10,31625.2
2004-12-11,28919.7
2004-12-12,29497.7
2004-12-13,32826.0
2004-12-14,34791.1
2004-12-15,36332.2
2004-12-16,35739.5
2004-12-17,33778.6
2004-12-18,32350.0
2004-12-19,32256.0
2004-12-20,41129.8
2004-12-21,38605.0
2004-12-22,34593.9
2004-12-23,31835.5
2004-12-24,31937.5
2004-12-25,31842.8
2004-12-26,33421.9
2004-12-27,36700.6
2004-12-28,37640.3
2004-12-29,34156.7
2004-12-30,32284.3
2004-12-31,29338.5
2005-01-01,26457.5
2005-01-02,28669.0
2005-01-03,30773.0
2005-01-04,30657.9
2005-01-05,32609.5
2005-01-06,33510.7
2005-01-07,32662.4
2005-01-08,30890.2
2005-01-09,30259.6
2005-01-10,32855.2
2005-01-11,33651.8
2005-01-12,32930.5
2005-01-13,31474.5
2005-01-14,31573.1
2005-01-15,32471.0
2005-01-16,32460.9
2005-01-17,37130.5
2005-01-18,40739.5
2005-01-19,40959.4
2005-01-20,37605.0
2005-01-21,38764.7
2005-01-22,39343.2
2005-01-23,37295.0
2005-01-24,40781.9
2005-01-25,37640.3
2005-01-26,35820.2
2005-01-27,39651.9
2005-01-28,40509.4
2005-01-29,36628.6
2005-01-30,33489.6
2005-01-31,36225.8
2005-02-01,36630.6
2005-02-02,36344.0
2005-02-03,36041.1
2005-02-04,34120.8
2005-02-05,30505.8
2005-02-06,29433.2
2005-02-07,32308.0
2005-02-08,32202.9
2005-02-09,31552.7
2005-02-10,33037.6
2005-02-11,34872.5
2005-02-12,31791.4
2005-02-13,30128.7
2005-02-14,33918.5
2005-02-15,31383.2
2005-02-16,31812.9
2005-02-17,33979.0
2005-02-18,36170.4
2005-02-19,34111.7
2005-02-20,31618.9
2005-02-21,33208.3
2005-02-22,32929.8
2005-02-23,33040.6
2005-02-24,36007.1
2005-02-25,35318.0
2005-02-26,32570.3
2005-02-27,31411.3
2005-02-28,35489.3
2005-03-01,34671.9
2005-03-02,35586.8
2005-03-03,36383.5
2005-03-04,35146.0
2005-03-05,31532.5
2005-03-06,30031.2
2005-03-07,30955.4
2005-03-08,33735.1
2005-03-09,37470.1
2005-03-10,36005.5
